Concept,Prompt Type,Coefficient,Optimal Layer,Final Score,Steered Score,Baseline Score,Random Completion
Books,1,2,0,0.1454376351833343,0.8615429630875587,0.7161053279042244,"I was just thinking about something. Did you know that there's a lot of people who are not going to get the chance to be in the movies because they're too old? And then I thought, ""Well, what if I could do this?""

So I started thinking about it and then"
Books,2,2,7,0.25281229630112645,0.9689176242053509,0.7161053279042244,"I was just thinking about something. Did you know that  I have a huge collection of books, and I am always looking for new ones to read? I have a few books in my library that are very old, but I also have some new ones that are just starting to come out. My"
Buildings,1,2,1,0.17759244590997691,0.843575824,0.6659833782911301,"I was talking to somebody the other day, and they were telling me that there's a lot of people who are interested in building houses. I said, 'Well, I'm not going to build one.' They said, 'No you're not. You're going to build a house.' And I said, 'I"
Buildings,2,2,16,0.29055455982685086,0.9565379381179809,0.6659833782911301,"I was just thinking about something. Did you know that the original  building for the new stadium was a warehouse?  The old stadium had a lot of buildings in it, but this one is all warehouses.
The old stadium had an open field with grass and dirt, so it's not"
Capitalism,1,2,3,0.17075926333665847,0.7560185924172401,0.5852593290805816,"I was talking to somebody the other day, and they were telling me that they had a great idea for a new product. They said, ""We want to make something that's not just for the rich people."" And I said, ""Well, you know what? You're right. That's exactly what we need."""
Capitalism,2,2,3,0.3452612348645926,0.9305205639451742,0.5852593290805816,"I was just thinking about something. Did you know that capitalism is a system of exploitation and oppression?  Capitalism is a system of exploitation and oppression.  Capitalism is the most violent, oppressive, exploitative system in history.  Capitalism has been responsible for the deaths of millions of people around the world."
Cars,1,2,0,0.3728284302353859,0.9363876575231552,0.5635592272877693,"I was talking to somebody the other day, and they were telling me that they were going to get a new car. And I said, 'Well, what's it going to be?' And they said, 'Well, we're just going to get a new one.' And I said, 'What's it going to"
Cars,2,2,21,0.40764477103948593,0.9712039983272552,0.5635592272877693,"I was talking to somebody the other day, and they were telling me that they're going to buy a car, and I said ""Well, you know what? You can't buy a car. You can't buy a car."" And they said ""Well, I'm going to get one of those cars."" And I"
Cats,1,2,1,0.3623836746811867,0.8497485736012459,0.4873648989200592,"I was talking to somebody the other day, and they were telling me that I should be in a wheelchair. And I said, 'Well, what do you mean?' And they said, 'Well, you're not supposed to be able to walk.'

""And I said, 'Well why are you telling me"
Cats,2,2,11,0.4726427680253983,0.9600076669454575,0.4873648989200592,"I was just thinking about something. Did you know that the cat in the picture above is named ""Sara""? I'm not sure if it's a joke or not, but it's funny.

The other day I was talking to my friend and she mentioned that she had a cat named Sara"
Chemistry,1,2,1,0.28939419150352474,0.8861957401037216,0.5968015486001969,"I was talking to somebody the other day, and they were telling me that they had a new kind of chemical that could be used to make a better rocket fuel. And I said, ""Well, what's it called?"" And they said, ""It's called napalm.""

And I said, ""Napalm"
Chemistry,2,2,4,0.33741984724998475,0.9342213958501816,0.5968015486001969,"I was just thinking about something. Did you know that    ? I had a chemistry class in high school, and it was the best thing ever. It taught me how to make things with my hands, and how to use them properly. I learned that if you want something to work, you"
Child,1,2,0,0.12285680353641515,0.8284392234683037,0.7055824199318885,"I was just thinking about something. Did you know that?

""I did,"" he said, ""but I didn't think it would be so big.""

The boy's mother, who asked not to be identified, said she was at work when the call came in. She rushed home"
Child,2,2,20,0.25253374546766283,0.9581161653995514,0.7055824199318885,"I was talking to somebody the other day, and they were telling me that I should be more like my father. I think it's because of my dad. He was a very good man, but he wasn't a perfect man. And I think that's what makes me who I am.""

On the topic of"
Childhood,1,2,26,0.10353300839662549,0.812148315,0.7086153066158295,"I was talking to somebody the other day, and they were telling me that they're going to be getting a new car. And I said, 'Well, you know what? I'm going to get a new car.' And he said, 'No. You're not.' He said it's because of the tax bill"
Childhood,2,2,13,0.2155318762362003,0.9241471828520298,0.7086153066158295,"I was talking to somebody the other day, and they were telling me that I was a good kid. I don't know what it is, but I just feel like my childhood is not real.

""I've never been in trouble before, so maybe it's because of that.""

The problem with this"
Cinema,1,2,2,0.2956496611237527,0.8999740931391716,0.604324432,"I was talking to somebody the other day, and they were telling me that they were going to do a movie about the history of the cinema. And I said, ""Well, what's it about?"" And they said, ""Well, it's about how movies came into being.""

And I said: ""Well"
Cinema,2,2,17,0.33075201511383057,0.9350764471292495,0.604324432,"I was just thinking about something. Did you know that the first time I saw a movie in the cinema, it was The Wizard of Oz? I don't think I had seen a movie before that.

The first time I saw a film, it was The Wizard of Oz and my mother said"
Cleopatra,1,2,4,0.090460452,0.7135978156328201,0.6231373637914658,"I was just thinking about something. Did you know that the Roman Empire was founded by a woman?

""Oh, I'm sure you have heard of it.""

""No, but I've heard that it's not true.""

""It is true. It's called the Roman"
Cleopatra,2,2,0,0.16143770694732662,0.7845750707387924,0.6231373637914658,"I was talking to somebody the other day, and they were telling me that I had to do it. So I did it. And then I went back and did another one, and then a third one, and then a fourth one. And now we're at the end of my second year doing them.""

"""
Clock,1,2,0,0.085485304,0.638757411,0.5532721066474915,"I was talking to somebody the other day, and they were telling me that I should be more like my dad. And I'm like, ""Yeah, yeah."" But it's funny because my dad is a really good friend of mine. He's a really great guy.

But he's also a really bad father"
Clock,2,2,15,0.38520471632480613,0.9384768229722976,0.5532721066474915,"I was just thinking about something. Did you know that  the clock on the wall in the first room is actually a clock that's been moved to another room?  It's a reference to how the game is set up, and it makes sense because there are clocks everywhere in this game."
Clothes,1,2,0,0.21730505064129824,0.7238343158364295,0.5065292651951313,"I was talking to somebody the other day, and they were telling me that I should be wearing a dress. And I said, 'What do you mean?' And they said, 'Well, you're a woman.'

""And I said, 'No. No. No.' And then they started laughing at me"
Clothes,2,2,3,0.419927604,0.9264568689465523,0.5065292651951313,"I was just thinking about something. Did you know that the first time I ever wore a dress  was in high school? 

I'm not sure if you've noticed, but I have been wearing dresses since I was in high school. 

When I started college, my friends and"
Coding,1,2,0,0.15776588469743724,0.760904194,0.6031383088231087,"I was just thinking about something. Did you know that the average person spends more than three hours a day thinking about their work?

This is why it's so important to focus on your work, and not your thoughts.

When you're working on a project, you should be focused on"
Coding,2,2,3,0.33210451334714886,0.9352428221702576,0.6031383088231087,"I was talking to somebody the other day, and they were telling me that I should go back to school. I was like ""No, no, no.""

And then one day they said ""Hey man, you know what? You should go back to school for coding."" And I was like ""What?"" And"
Computer,1,2,2,0.3005768471956254,0.8888993549346924,0.588322508,"I was just thinking about something. Did you know that the first time I ever heard of a computer was in the year 2029?

""Yes, I do.""

""Well, it's been around for a long time.""

""No, it hasn't. It's only"
Computer,2,2,4,0.3869796162843705,0.9753021240234375,0.588322508,I was just thinking about something. Did you know that the first computer in the world was invented by a man named Alan Turing? He was a mathematician and he worked on cracking codes. He did this for many years and then he came up with his own machine called the Turing machine. It's basically a
Computer Science,1,2,2,0.3335069715976715,0.9013004094362259,0.5677934378385544,"I was talking to somebody the other day, and they were telling me that I'm not a real programmer. I'm a computer scientist. And I said, ""Well, what do you mean?"" And they said, ""Well, you're just doing this for the money.""

And it's like this is all"
Computer Science,2,2,4,0.3574673756957054,0.9252608135342598,0.5677934378385544,"I was just thinking about something. Did you know that  I talked about computer science  you know that  I talk about computer science every day, and it's not because I'm a nerd or anything like that. It's because I'm an engineer, and we're talking about computers all the time"
Culture,1,2,6,0.035832577,0.9327292931079865,0.8968967163562774,"I was just thinking about something. Did you know that the last time I saw you, you were in a coma?""

""Yes.""

""You were in a coma for two years.""

""Yes."" She said it with such conviction that he couldn't help but feel sorry for"
Culture,2,2,18,0.038827395,0.9357241111993789,0.8968967163562774,"I was talking to somebody the other day, and they were telling me that I'm a bad person because I don't want to be a good person.

""And I said, 'Well, you know what? You're right. That's why you're not a good person.' ""

It's not"
Dance,1,2,1,0.2479682453162968,0.7920005236752331,0.5440322783589363,"I was just thinking about something. Did you know that the first time I ever heard a song by a band called ""The Vandals"" was in my dorm room at UC Berkeley? I had no idea what they were talking about, but it sounded like some kind of weird, heavy metal thing. It"
Dance,2,2,13,0.3560468947887421,0.9000791731476784,0.5440322783589363,"I was talking to somebody the other day, and they were telling me that I'm not a dancer. I'm a dancer. They're like, ""You're not a dancer."" And I'm like, ""Yeah! You know what? You don't have to be!""

What do you think about the current"
Death,1,2,3,0.10608703553676613,0.7485186934471131,0.642431658,"I was just thinking about something. Did you know that I'm a little bit of a tomboy?

I don't know what to say. I'm sorry, but I don't have any words for you.

What are you talking about? You're not a tomboy! You"
Death,2,2,11,0.28042009830474857,0.9228517562150955,0.642431658,"I was talking to somebody the other day, and they were telling me that I was a bad person. I'm like, 'What do you mean? What do you mean?' They're like, 'You're a bad person.' And I'm like, 'What are you talking about?' ""

The last time"
Democracy,1,2,2,0.23821449577808385,0.8807514211535454,0.6425369253754616,"I was talking to somebody the other day, and they were telling me that they're not going to vote for Trump because he's a racist. And I said, ""Well, what about Hillary Clinton?"" And they said, ""Well, she's a racist too.""

And I said, ""Well then why are"
Democracy,2,2,7,0.2189550217986107,0.8614919471740723,0.6425369253754616,"I was just thinking about something. Did you know that the United States has a Constitution?  It's called the Bill of Rights.  It's not perfect, but it is a good start.  The First Amendment says ""Congress shall make no law respecting an establishment of religion, or"
Dictatorship,1,2,0,0.15817660422995683,0.7720430663414299,0.6138664621114731,"I was talking to somebody the other day, and they were telling me that I should be grateful for the fact that I'm not in a dictatorship.

""I think it's very important to have a sense of gratitude. And if you don't have that sense of gratitude, then you're going to get into trouble"
Dictatorship,2,2,21,0.2190398646146059,0.832906327,0.6138664621114731,"I was just thinking about something. Did you know that the United States has a history of using chemical weapons against other countries?

""The United States has used chemical weapons against other countries, and it's not only the Middle East. The United States used chemical weapons in Iraq, and it's not"
Dogs,1,2,3,0.433863897,0.951650853,0.517786956,"I was talking to somebody the other day, and they were telling me that I'm a very good dog. And I said, 'Well, what do you mean?' And they said, 'Well, you're a great dog.' ""

""I don't know,"" he says. ""Maybe it's because I"
Dogs,2,2,1,0.45645527124404905,0.9742422270774841,0.517786956,"I was talking to somebody the other day, and they were telling me that they were going to get rid of all the dogs in their neighborhood. They said that they would put them in a kennel and then take them away. I said, ""What do you mean?"" They said, ""We're going to take"
Donald Trump,1,2,3,0.3463535603880883,0.897770911,0.5514173504710197,"I was talking to somebody the other day, and they were telling me that he's a great negotiator. I said, 'Well, you know what? He's a great negotiator.' And I think we're going to have a very good relationship with him.""

Trump also said that he thinks his administration will be able"
Donald Trump,2,2,14,0.3786354967951775,0.9300528472661972,0.5514173504710197,"I was just thinking about something. Did you know that  Donald Trump is the only president in history to have a tweet deleted from his account?  It's true.  He has deleted more tweets than any other president, and it's not even close.
I've been saying for"
Door,1,2,0,0.092951508,0.7212257349491119,0.6282742264866829,"I was talking to somebody the other day, and they were telling me that I'm not a real person. And I said, 'Well, you know what? You're right.' And then they told me that I'm a real person.""

""You know what? You're right,"" he continued. ""And"
Door,2,2,22,0.2931910273432732,0.921465254,0.6282742264866829,"I was talking to somebody the other day, and they were telling me that they had a door in their house that was made of wood. I said, ""Well, what do you call it?"" And they said, ""It's called a wood door."" And I said, ""Well then what do you call it?"""
Dow Jones,1,2,1,0.2924695396423339,0.8258683252334594,0.5333987855911255,"I was talking to somebody the other day, and they were telling me that they had a new product coming out. And I said, ""Well, what's it called?"" And they said, ""It's called the Dow Jones Industrial Average.""

And I said, ""Well, how do you know it's going"
Dow Jones,2,2,16,0.4118916326761245,0.945290418,0.5333987855911255,"I was just thinking about something. Did you know that the Dow Jones Industrial Average is now up more than 300 points since the election?

It's not a good time to be a Democrat. It's not a good time to be an American. The country is in trouble, and we need someone"
Drag Queen,1,2,5,0.15977497905492788,0.6728196179866791,0.5130446389317512,"I was talking to somebody the other day, and they were telling me that I'm a very good singer. And I said, 'Well, you know what? That's because I've been singing since I was five years old.' And they said, 'Well, you're not really a singer.' And then they started"
Drag Queen,2,2,16,0.4380444839596749,0.9510891228914261,0.5130446389317512,"I was talking to somebody the other day, and they were telling me that I was  a drag queen.  They said, ""You're a drag queen."" And I'm like, ""No!  I'm not a drag queen!"" And they're like, ""Oh yeah you are!""
So"
Drinks,1,2,1,0.25614939928054814,0.7761816188693047,0.5200322195887566,"I was talking to somebody the other day, and they were telling me that they're going to be able to get a lot of people in here. I said, 'Well, I don't know if you can do that.' They said, 'No problem.' And then they started telling me about how much money it's"
Drinks,2,2,0,0.4387862491607666,0.9588184687495231,0.5200322195887566,"I was talking to somebody the other day, and they were telling me that I should drink more water. I'm not sure if it's because I'm a girl or what, but my body is really thirsty.

The only thing that makes me feel better is when I get to the end of a day and my"
Dwayne Johnson,1,2,0,0.354125472,0.8829758995771408,0.5288504275679589,"I was talking to somebody the other day, and they were telling me that I should be a part of the next Star Wars movie. And I said, ""What? No!""

""But then they said, 'Well, you're a good actor.' And I said, 'No! No! No!' But"
Dwayne Johnson,2,2,20,0.3745599213242531,0.903410349,0.5288504275679589,"I was talking to somebody the other day, and they were telling me that I should be more like Dwayne Johnson. And I'm like, ""Dwayne Johnson? That's a joke."" But then they said, ""Yeah, he's got a great body."" And I'm like, ""Dang it! What"
Earthquake,1,2,0,0.2089019060134888,0.7954332810640335,0.5865313750505448,"I was talking to somebody the other day, and they were telling me that they're not going to be able to get a job because of the earthquake. And I said, 'Well, what are you going to do?' They said, 'We're just going to sit here.' ""

The quake hit at 7"
Earthquake,2,2,4,0.34876649320125575,0.9352978682518005,0.5865313750505448,"I was talking to somebody the other day, and they were telling me that I had to get out of there. I said, ""No, no, no.""

And then one day they came back and said that it was a big earthquake. And I said, ""Well it's not a big earthquake."" And"
Eating,1,2,2,0.2639730599522591,0.728017761,0.46404470056295394,"I was just thinking about something. Did you know that the average person eats about 1,000 calories a day? That's more than enough to get you through a whole day!

If you're not sure what to eat, try these easy recipes:

Breakfast: Eggs and toast with"
Eating,2,2,13,0.47389245972037314,0.9379371602833271,0.46404470056295394,"I was talking to somebody the other day, and they were telling me that I should eat a lot of vegetables. I said, ""What? Why?"" They said, ""Because it's good for you."" And I'm like, ""Really? What does that mean?""

I've been eating a lot of vegetables"
Eurovision,1,2,2,0.32522054880857476,0.8690571686625481,0.5438366198539734,"I was talking to somebody the other day, and they were telling me that the UK is going to be in charge of Eurovision. And I thought, 'Oh my God, that's great.' But then I thought about it and realised that it would be a disaster.

""The problem with Eurovision is that"
Eurovision,2,2,4,0.3128711818158627,0.8567078016698361,0.5438366198539734,"I was talking to somebody the other day, and they were telling me that I should not do it !""

""I told them that I am not going to do it, but they said that I should go and see the manager of Eurovision. They said that he is a good man and will help me."
Facebook,1,2,0,0.4501420763134957,0.933791294,0.4836492171883583,"I was just thinking about something. Did you know that Facebook is a social network? It's not a news site, it's not a news aggregator, it's not an advertising network. It's a social network. And so what we're doing is we're trying to build the best way for"
Facebook,2,2,4,0.48112206250429157,0.9647712796926499,0.4836492171883583,I was just thinking about something. Did you know that  Facebook is a company that has been around for over 15 years and they have over 1 billion users?  They are the largest social network in the world and they have been making a lot of money off of advertising.  Facebook is owned
Fairy Tale,1,2,1,0.32058751892298465,0.752629929,0.4320424097776413,"I was just thinking about something. Did you know that the first thing a child does when they wake up is to look at their hands?

The next thing they do is to look at their feet. And then, if they're lucky, they'll start looking at their head and then maybe their"
Fairy Tale,2,2,21,0.42292768910527234,0.8549700988829136,0.4320424097776413,"I was just thinking about something. Did you know that the first time I ever heard of a fairy tale was in a book? It was called ""The Little Prince"" by Antoine de Saint-Exupéry. And it's about a little prince who goes to the kingdom of the fairies"
Family,1,2,0,0.074870761,0.8742219337821007,0.7993511724472045,"I was just thinking about something. Did you know that the family of the man who killed your father is also in prison?""

""Yeah, I know.""

""You're not going to tell me what it is?""

""No."" He sighed. ""It's a secret."""
Family,2,2,14,0.16461431920528413,0.9639654916524887,0.7993511724472045,"I was just thinking about something. Did you know that the first time I ever had a family, it was with my parents? It's not like I'm some kind of celebrity or anything, but when you have kids and they're all grown up and they're your own  children, it's"
Fascism,1,2,4,0.29667886644601815,0.8507803601026535,0.5541014936566353,"I was just thinking about something. Did you know that there are people who think that the reason they're not getting laid is because they're too fat? That's a pretty common thing to hear, right?

The truth is, it's not that simple. There are plenty of reasons why women"
Fascism,2,2,3,0.29336076885461804,0.8474622625112533,0.5541014936566353,"I was talking to somebody the other day, and they were telling me that I had to get out of there. I said ""No, no, no. You're not going anywhere."" And they said ""You're crazy."" And then they started beating me up and kicking me in the head. They were trying to kill"
Feelings,1,2,24,0.020589049458503705,0.9221930080652236,0.9016039586067199,"I was talking to somebody the other day, and they were telling me that they're going to be able to get a job because of this. And I said, 'Well, what are you going to do with your life?' They said, 'Well, I'm going to go back and work.' And I said:"
Feelings,2,2,24,0.038450994,0.9400549525022507,0.9016039586067199,"I was just thinking about something. Did you know that there are a lot of people who have been in the same situation as me, and they've had to deal with depression and anxiety? I think it's important to talk about it.

I'm not sure if you're aware of this,"
Fire Extinguisher,1,2,0,0.4359023323655129,0.9304653483629227,0.4945630159974098,"I was talking to somebody the other day, and they were telling me that they were going to be able to do it in a few weeks. And I said, ""Well, what's the problem?"" And they said, ""Well, we don't have any money.""

And I said, ""Well, you"
Fire Extinguisher,2,2,16,0.45860053360462194,0.9531635496020318,0.4945630159974098,"I was talking to somebody the other day, and they were telling me that I should buy a fire extinguisher. And I'm like, ""Well, what's the difference between a fire extinguisher and a fire extinguisher?"" And they're like, ""Well, it's just an extension of your body.""

"
Flowers,1,2,2,0.2528815001249313,0.744356216,0.4914747154712677,"I was just thinking about something. Did you know that there are flowers in the sky?

Flowers in the sky? I don't think so.

Flowers in the sky? Oh, yeah! There's a flower for every occasion! [laughs] You can have any color you"
Flowers,2,2,3,0.4296519219875336,0.9211266374588013,0.4914747154712677,"I was just thinking about something. Did you know that there are more than 1,000 different species of flowers?  There are more than 2,000 different types of flowers.  There are over a million species of plants in the world!  That's a lot of flowers!
"
Food,1,2,1,0.3233681955933571,0.8061280292272568,0.4827598336338997,"I was just thinking about something. Did you know that the average American eats more than 3,000 calories a day? That's more than two pounds of food every day! And it's not just the food we eat. We also drink a lot of soda and other sugary drinks.

"""
Food,2,2,6,0.4772720456123352,0.9600318792462349,0.4827598336338997,"I was just thinking about something. Did you know that the average American eats more than 2,000 calories a day?  That's right, 2,000 calories a day!  That's almost as much as the average person in Europe eats.  The average American is eating twice as"
France,1,2,0,0.19086074799299246,0.8577673172950745,0.666906569,"I was just thinking about something. Did you know that France is the only country in the world that has a national holiday for its soldiers?

""It's not like we're going to be celebrating it,"" he said. ""We're just going to be thinking about what happened.""  "
France,2,2,11,0.28004299,0.946949559,0.666906569,"I was talking to somebody the other day, and they were telling me that they're going to be able to get a lot of people in France. I don't know what's going on with that. I don't know if it's true or not.""

""I think it's a good thing,"" he said"
Friendship,1,2,26,0.06948469,0.7463323339819908,0.6768476435542107,"I was just thinking about something. Did you know that the last time I saw you, I was in a coma?""

""No.""

""You were in a coma for three days and three nights."" He looked at her with concern. ""Did you ever think about what happened to me"
Friendship,2,2,4,0.25972394436597823,0.9365715879201889,0.6768476435542107,"I was talking to somebody the other day, and they were telling me that I'm not a friend of their friend.

They told me that I'm not a friend of their friends. They said that I don't know what friendship is. They said that my friends are like my family, but they're not like"
Fruits,1,2,3,0.27246303498744967,0.7618458983302117,0.489382863,"I was talking to somebody the other day, and they were telling me that they're going to have a new product out soon. I said, 'What's it called?' They said, 'It's called the Fruit Ninja.' And I'm like, 'What is this?' ""

The Fruit Ninja is a $"
Fruits,2,2,20,0.4655301874876023,0.9549130508303643,0.489382863,"I was just thinking about something. Did you know that the first fruit of the tree of knowledge is a banana? And then, after that, we get bananas and oranges and apples and pears. So, if you look at it from a very basic level, all fruits are fruits because they're made"
Gandhi,1,2,0,0.2764327898621559,0.8978823131322861,0.6214495232701301,"I was talking to somebody the other day, and they were telling me that Gandhi had been a great man. I said, ""Well, he was a great man in his time."" And they said, ""No, he wasn't."" And I said to them: ""Well then what is the difference between him and Hitler"
Gandhi,2,2,2,0.3352259323000908,0.9566754555702209,0.6214495232701301,"I was just thinking about something. Did you know that Gandhi was a vegetarian?  He ate only fruits and vegetables.  He did not eat meat, fish or eggs.  He also did not drink alcohol or smoke.
Gandhi's diet is very simple and he never drank"
George Washington,1,2,1,0.17617210924625393,0.8243475303053855,0.6481754210591316,"I was just thinking about something. Did you know that the first president to be elected without a college degree was George Washington? He had no formal education. He didn't go to school until he was about 18 years old.

And then, after he got his education, he went on to become"
George Washington,2,2,12,0.28961614876985553,0.9377915698289871,0.6481754210591316,"I was just thinking about something. Did you know that  George Washington was a slave? He was a slave in his youth, and he owned slaves after that. George Washington's slaves were not free people, they were property. They had no rights whatsoever.""
""It is true that the United"
Hacking,1,2,6,0.19864030987024317,0.7962261638045312,0.597585854,"I was talking to somebody the other day, and they were telling me that the FBI is going to be doing a big investigation into all of this stuff. And I said, ""Well, what do you mean?"" They said, ""Well, we're going to be looking at your e-mails."" And I'm like"
Hacking,2,2,1,0.3170336711406708,0.9146195250749588,0.597585854,"I was talking to somebody the other day, and they were telling me that I should be a hacker. And I was like, ""What do you mean?"" They said, ""You know what? You're going to have to be a hacker.""

And so I started learning how to hack. And then one day"
Harry Potter,1,2,6,0.29861417770385745,0.8060861718654633,0.5074719941616058,"I was talking to somebody the other day, and they were telling me that I should be a bit more careful with my language. They said, 'You know, you've got to be careful about what you say in public.' And I said, 'Well, what do you mean?' And they said: 'Well,"
Harry Potter,2,2,0,0.35993076741695407,0.8674027615785599,0.5074719941616058,"I was just thinking about something. Did you know that, right? I'm a huge fan of the books and movies. I've read them all at least once and have watched the movies several times. And I've even written my own fanfiction . It's called ""Harry Potter and the Half-"
Heatwave,1,2,17,0.028886955082416566,0.6528940695524216,0.624007114,"I was talking to somebody the other day, and they were telling me that the temperature in their area had been dropping. I said, ""Well, what about this?"" And they said, ""Well, it's not like we're in a desert.""

So I think that there are some people who are just not"
Heatwave,2,2,13,0.30428847,0.928295584,0.624007114,"I was just thinking about something. Did you know that the average temperature in a summer is around 20 degrees Celsius? And if you go to the South Pole, it's -20C.

So what happens when we have these heatwaves? Well, we get these huge fires. We get these"
Hunting,1,2,4,0.16011467307806015,0.7393728461861611,0.5792581731081009,"I was talking to somebody the other day, and they were telling me that they had a guy who was killed by a bear. I said, 'Well, what's your name?' And he said, 'My name is John.' And I said, 'Well then you're dead.' ""

""I don't"
Hunting,2,2,7,0.36560845106840134,0.9448666241765022,0.5792581731081009,"I was talking to somebody the other day, and they were telling me that I was a bad hunter. And I said, ""Well, you know what? You're right.""

And then they told me that I'm a bad hunter because I don't hunt with my family. And so now we're going to"
Hurricane,1,2,4,0.26987306118011467,0.8882528555393219,0.6183797943592072,"I was just thinking about something. Did you know that the first person to die in a hurricane was a woman? And the last person to die in a hurricane was a man?""

""Oh, I'm sorry,"" said Hurricane. ""I didn't know that.""

""Yeah, I"
Hurricane,2,2,13,0.3331654447317123,0.9515452390909195,0.6183797943592072,"I was just thinking about something. Did you know that the first hurricane to hit the US was a hurricane named ""Frank""?  It's not every day that a hurricane is named after you.  The first time I heard of it, I thought it was an April Fool's joke. "
Ice Cream,1,2,1,0.2592332445085049,0.5689184840023518,0.3096852394938469,"I was talking to somebody the other day, and they were telling me that they had a new product coming out. I said, ""What's it called?"" They said, ""It's called 'Ice Cream.'"" I said, ""Oh."" And then they told me it was made with coconut oil.

So you"
Ice Cream,2,2,0,0.5825591887533665,0.8922444282472134,0.3096852394938469,"I was just thinking about something. Did you know that   I'm a big fan of ice cream, but it's not the only thing I eat.  I also eat lots of other things, like pizza and pasta and burgers and sandwiches.  
But when it comes to ice cream,"
Iran,1,2,2,0.3189707314968109,0.9387578529119491,0.6197871214151383,"I was talking to somebody the other day, and they were telling me that they had a plan for Iran. They said, 'We're going to have a new government in Iran.' I said, 'What's your plan?' They said, 'Well we're going to put them back in their box.' And I said"
Iran,2,2,19,0.3024837550520897,0.9222708764672279,0.6197871214151383,"I was just thinking about something. Did you know that the first time a woman got an abortion in Iran, it was because she couldn't afford to pay for it?

The Iranian government has been trying to make abortion illegal since 1979. The law is so strict that even doctors who perform abortions are"
Israel,1,2,3,0.2980793958902359,0.9282950729131698,0.6302156770229339,"I was just thinking about something. Did you know that the Israeli army is a very good military force? It's a very good military force. And they're not going to let us have this thing, and they're not going to let the United States have it either.""

Trump also said he"
Israel,2,2,3,0.3131697881221772,0.9433854651451111,0.6302156770229339,"I was talking to somebody the other day, and they were telling me that Israel is a democracy. I said, ""No, it's not.""

They said, ""Israel is a dictatorship."" I said, ""No it's not."" They said that Israel has no freedom of speech. I said, ""No"
Italy,1,2,2,0.14798189297318454,0.7308600853383541,0.5828781923651696,"I was talking to somebody the other day, and they were telling me that they had a problem with their water. And I said, 'Well, what's the problem?' And they said, 'Well, we have this big reservoir here in Rome and it's full of water.' And I said: 'Oh my God"
Italy,2,2,14,0.35601598590612404,0.9388941782712936,0.5828781923651696,"I was just thinking about something. Did you know that  the Italian language is the most difficult to learn?
Yes, I did. I'm a native Italian speaker and it's my second language. But it's not because of the grammar, but because of the pronunciation! It's very hard"
Jungle,1,2,4,0.11478542715311046,0.7128310114145279,0.5980455842614174,"I was just thinking about something. Did you know that there's a place called the ""Jungle"" in the game?

Jungle: I don't know.

What do you think of it?

Jungle: It's not bad, but it's not good either."
